"tag","day","rate"
"other",-111,14
"other",-83,41
"other",-49,20
"other",-31,22
"other",-21,0
"other",-19,2
"other",-13,67
"other",-7,47
"other",-7,16
"other",-7,16
"other",-7,6
"other",-7,3
"other",-6,0
"other",-6,37
"other",-4,38
"other",-4,35
"other",-4,21
"other",-2,4
"other",-2,8
"other",-1,17
"other",0,3
"pos",0,24
"other",0,22
"neg",0,13
"other",0,6
"other",0,10
"neg",0,1
"neg",0,6
"neg",1,21
"neg",1,10
"pos",1,5
"neg",1,0
"pos",1,9
"other",1,40
"neg",1,26
"neg",1,14
"other",1,2
"poor",1,7
"poor",1,5
"poor",1,3
"neg",2,4
"neg",2,5
"other",2,11
"poor",2,1
"pos",2,24
"poor",2,2
"other",2,19
"poor",2,27
"pos",2,12
"other",2,30
"other",2,5
"pos",2,23
"neg",3,11
"other",3,3
"pos",3,10
"pos",3,4
"other",3,33
"poor",3,2
"poor",3,7
"neg",4,15
"other",4,8
"neg",4,1
"other",4,2
"other",4,7
"other",4,22
"poor",5,8
"other",5,6
"poor",5,2
"pos",6,3
"poor",6,8
"pos",6,17
"poor",7,10
"other",7,15
"poor",8,5
"pos",9,29
"other",9,2
"poor",9,7
"pos",10,2
"other",10,8
"other",11,3
"pos",11,9
"other",14,55
"neg",14,3
"other",14,5
"other",15,8
"other",16,0
"neg",18,9
"other",19,3
"other",20,43
"other",26,14
"pos",26,3
"other",30,9
"other",31,22
"other",35,4
"other",36,3
"other",65,13
"other",78,37
"other",78,1
"neg",80,1
"other",127,3
