"tag","day","rate"
"other",-58,11
"other",-30,15
"other",-21,20
"pos",-16,36
"other",-15,2
"other",-15,0
"other",-15,21
"pos",-7,26
"pos",-7,7
"other",-7,6
"other",-4,27
"pos",-4,5
"pos",-2,18
"other",-2,16
"pos",-2,6
"other",-1,12
"other",-1,8
"pos",-1,4
"other",0,34
"other",0,35
"pos",0,41
"pos",0,13
"pos",0,6
"pos",0,55
"pos",0,34
"pos",0,53
"other",0,6
"pos",0,85
"other",0,9
"pos",0,12
"pos",0,26
"other",0,13
"pos",0,17
"other",0,42
"pos",0,7
"other",0,38
"pos",0,9
"other",0,8
"pos",0,1
"pos",0,21
"other",0,9
"pos",1,7
"pos",1,3
"pos",1,2
"pos",1,15
"other",1,2
"pos",1,3
"pos",1,11
"pos",1,26
"pos",1,1
"other",1,9
"other",1,33
"pos",1,11
"pos",1,13
"pos",1,9
"other",1,19
"pos",1,7
"pos",1,3
"pos",1,5
"pos",1,7
"pos",1,15
"pos",1,45
"other",1,62
"other",1,5
"other",1,6
"pos",1,18
"other",1,27
"pos",1,6
"pos",1,7
"other",1,82
"other",1,10
"other",1,16
"pos",1,5
"pos",1,18
"pos",1,0
"pos",1,14
"other",1,49
"other",1,0
"pos",1,7
"pos",1,41
"other",1,10
"other",1,9
"other",1,-10
"pos",1,36
"pos",1,2
"pos",1,19
"pos",1,42
"other",1,13
"pos",1,8
"pos",1,7
"other",1,7
"other",1,6
"pos",1,76
"other",1,61
"other",1,13
"pos",2,23
"other",2,14
"neg",2,44
"other",2,21
"other",2,7
"pos",2,11
"neg",2,29
"pos",2,15
"pos",2,1
"other",2,14
"pos",2,9
"pos",2,6
"neg",2,6
"poor",2,8
"other",2,18
"pos",2,2
"poor",2,23
"other",2,10
"other",2,13
"other",2,5
"other",2,1
"poor",2,10
"other",2,12
"other",2,37
"other",2,5
"other",2,11
"poor",2,12
"pos",2,4
"other",2,10
"other",2,38
"pos",2,53
"other",2,14
"pos",2,6
"pos",2,70
"poor",2,8
"other",2,9
"other",2,23
"other",2,49
"pos",2,15
"pos",2,42
"pos",2,0
"pos",2,0
"other",2,0
"poor",2,1
"other",2,10
"poor",2,-20
"other",2,20
"pos",2,5
"other",2,12
"pos",2,27
"other",2,2
"other",2,2
"poor",2,6
"pos",2,2
"other",2,53
"pos",2,4
"pos",2,0
"other",2,36
"neg",2,-10
"pos",2,9
"other",2,21
"neg",2,100
"other",2,7
"pos",2,15
"pos",2,3
"other",2,51
"poor",2,0
"pos",2,2
"pos",2,7
"other",2,20
"other",3,3
"other",3,4
"poor",3,5
"pos",3,33
"pos",3,6
"poor",3,15
"pos",3,5
"pos",3,2
"poor",3,10
"pos",3,3
"poor",3,33
"other",3,14
"poor",3,39
"other",3,25
"pos",3,9
"pos",3,4
"pos",3,52
"pos",3,31
"other",3,4
"other",3,28
"other",3,25
"pos",3,12
"pos",3,3
"neg",3,0
"other",3,5
"other",3,2
"pos",3,5
"other",3,27
"other",3,3
"pos",3,15
"other",3,0
"other",3,29
"pos",3,3
"other",3,19
"poor",3,6
"other",3,12
"other",3,3
"pos",3,15
"other",3,43
"other",3,-30
"neg",3,39
"other",3,0
