"tag","day","rate"
"other",-5,34
"neg",0,35
"other",0,35
"pos",0,6
"pos",0,20
"other",0,12
"neg",0,12
"poor",0,6
"neg",0,8
"poor",0,7
"neg",0,4
"poor",1,7
"other",1,16
"poor",1,2
"neg",1,2
"poor",1,6
"neg",1,0
"neg",1,15
"neg",1,5
"other",1,31
"other",1,9
"other",2,20
"other",2,4
"pos",2,4
"poor",2,6
"poor",2,12
"neg",3,7
"poor",3,4
"neg",3,0
"other",3,5
"neg",3,4
"poor",3,8
"neg",3,8
"other",3,3
"poor",3,0
"other",3,6
"poor",3,3
"poor",3,1
"pos",6,13
"other",7,15
"other",9,16
"poor",9,3
"poor",9,4
"neg",11,1
"pos",12,0
"neg",17,18
"other",17,12
"other",17,6
"pos",18,6
"pos",20,0
"poor",20,0
"other",22,7
"other",23,7
"other",23,2
"other",24,16
"other",26,4
"other",29,9
"other",42,3
"other",46,0
"neg",51,0
"pos",59,4
"pos",64,21
"pos",65,4
"pos",66,9
"other",69,18
"neg",98,0
"other",107,6
"poor",115,0
"other",137,3
"pos",141,8
"poor",296,2
"other",331,36
