"tag","day","rate"
"other",-99,56
"other",-81,2
"other",-60,5
"other",-49,1
"other",-49,4
"other",-48,99
"other",-39,12
"other",-37,42
"other",-34,6
"other",-28,35
"other",-25,12
"other",-18,11
"other",-17,0
"other",-16,28
"other",-15,43
"other",-15,16
"other",-14,39
"other",-14,49
"other",-14,66
"other",-14,24
"other",-13,13
"other",-13,3
"other",-13,8
"other",-12,5
"other",-12,20
"other",-11,29
"other",-9,10
"other",-9,58
"other",-8,74
"other",-8,9
"other",-8,-10
"other",-8,34
"other",-8,3
"other",-7,18
"other",-7,2
"other",-7,39
"other",-7,4
"other",-5,11
"other",-3,58
"other",-3,7
"other",-3,47
"other",-2,36
"other",-2,7
"other",-2,27
"other",-1,32
"other",-1,1
"other",-1,8
"other",0,14
"pos",0,26
"other",0,-70
"pos",0,30
"poor",0,9
"other",0,4
"pos",0,16
"other",0,2
"poor",0,12
"pos",0,4
"pos",0,6
"pos",0,11
"pos",0,29
"other",0,-10
"poor",0,5
"poor",0,2
"poor",0,5
"pos",0,9
"poor",0,10
"poor",0,17
"pos",0,5
"pos",0,8
"other",0,18
"neg",0,46
"pos",0,14
"pos",0,6
"pos",0,0
"poor",0,16
"pos",0,0
"poor",0,11
"poor",0,23
"other",0,2
"pos",0,12
"other",0,9
"poor",0,8
"poor",0,4
"poor",0,2
"pos",0,7
"other",0,3
"other",0,0
"other",0,15
"other",0,14
"poor",0,4
"neg",0,67
"other",0,2
"other",0,5
"other",0,3
"pos",0,4
"neg",0,21
"pos",0,5
"poor",0,4
"poor",0,24
"other",0,4
"poor",0,0
"pos",1,7
"poor",1,9
"pos",1,5
"pos",1,6
"other",1,5
"other",1,6
"poor",1,5
"neg",1,8
"neg",1,0
"poor",1,9
"other",1,1
"other",1,2
"pos",1,3
"other",1,0
"pos",1,3
"pos",1,51
"pos",1,8
"neg",1,12
"pos",1,12
"other",1,19
"other",1,32
"other",1,6
"pos",1,7
"other",1,5
"pos",1,4
"other",1,8
"pos",1,11
"pos",1,3
"pos",1,10
"pos",1,16
"poor",1,5
"pos",1,36
"other",1,14
"other",1,20
"other",1,9
"other",2,33
"neg",2,16
"other",2,2
"other",2,0
"pos",2,8
"pos",2,0
"neg",2,6
"neg",2,4
"pos",2,7
"pos",2,4
"other",2,4
"other",2,19
"poor",2,4
"other",2,33
"other",2,8
"pos",2,16
"pos",2,2
"pos",2,22
"pos",2,25
"neg",2,4
"other",2,20
"pos",2,31
"poor",2,2
"poor",2,0
"other",2,31
"poor",2,11
"pos",3,2
"neg",3,2
"other",3,14
"pos",3,1
"pos",3,8
"neg",3,3
"poor",3,14
"neg",3,5
"pos",3,15
"pos",3,91
"other",3,54
"poor",3,0
"pos",3,7
"other",3,14
"pos",3,0
"other",3,3
"other",3,24
"poor",3,7
"poor",4,32
"other",4,18
"pos",4,1
"pos",4,20
"poor",4,3
"pos",4,9
"poor",4,48
"poor",4,9
"other",4,10
"other",4,83
"other",4,6
"pos",4,13
"other",4,7
"other",4,1
"pos",4,13
"neg",4,100
"pos",4,2
"poor",4,15
"other",4,36
"neg",4,36
"other",4,5
"other",4,10
"poor",4,15
"poor",4,11
"pos",4,16
"neg",5,22
"pos",5,12
"other",5,4
"other",5,1
"poor",5,56
"other",5,4
"other",5,3
"poor",5,11
"poor",5,7
"poor",5,7
"pos",5,11
"poor",5,10
"pos",5,6
"other",5,13
"other",5,32
"other",5,8
"pos",5,17
"other",6,29
"pos",6,16
"other",6,12
"other",6,0
"other",6,14
"neg",6,11
"pos",6,10
"other",6,46
"pos",6,27
"other",6,5
"poor",6,19
"other",6,2
"other",7,22
"poor",7,0
"other",7,6
"other",7,1
"other",7,4
"poor",7,6
"pos",8,8
"poor",8,32
"other",8,8
"other",8,22
"poor",8,3
"other",8,14
"other",8,4
"other",9,29
"pos",9,7
"poor",9,11
"poor",9,1
"poor",9,4
"other",9,15
"poor",9,41
"other",10,2
"neg",10,100
"neg",10,9
"neg",10,13
"neg",10,0
"neg",10,3
"other",10,0
"neg",10,49
"other",10,23
"poor",11,24
"pos",11,5
"neg",11,6
"neg",11,3
"other",12,9
"other",12,41
"other",12,5
"poor",12,4
"other",12,1
"poor",12,9
"other",12,18
"other",13,80
"other",14,21
"other",14,13
"other",14,49
"other",15,8
"other",15,0
"pos",17,21
"poor",19,0
"other",20,6
"other",20,5
"other",20,21
"other",20,14
"pos",21,0
"other",22,7
"other",22,23
"other",23,51
"other",23,4
"other",23,22
"other",23,30
"other",24,6
"poor",25,1
"poor",26,8
"neg",27,28
"pos",27,17
"other",29,12
"other",34,100
"other",35,19
"other",35,7
"other",36,54
"other",42,10
"other",45,55
"other",48,0
"other",48,100
"other",51,20
"other",56,10
"other",69,14
"other",83,19
"other",83,13
"other",83,13
"other",85,0
"other",88,5
"pos",116,1
"neg",122,24
"other",127,0
"other",172,7
"other",174,13
"other",208,4
"other",-81,21
