"tag","day","rate"
"other",-224,2
"other",-208,14
"neg",-183,1
"other",-140,12
"poor",-135,28
"other",-132,12
"neg",-121,4
"other",-113,56
"poor",-112,14
"other",-47,33
"other",-38,95
"pos",-25,0
"pos",-13,18
"pos",-13,8
"pos",-13,3
"other",-7,48
"other",-6,4
"other",-3,10
"other",-2,7
"pos",0,24
"pos",0,18
"poor",0,9
"poor",0,9
"pos",0,25
"pos",0,3
"neg",0,17
"neg",0,27
"poor",0,12
"neg",1,2
"pos",1,6
"neg",1,3
"other",1,13
"neg",1,6
"pos",1,15
"neg",1,11
"pos",1,1
"other",1,1
"pos",1,21
"neg",1,26
"other",1,5
"pos",1,12
"other",1,11
"pos",1,3
"pos",1,8
"poor",1,1
"neg",1,32
"neg",2,0
"pos",2,4
"neg",2,1
"pos",2,3
"pos",2,17
"neg",2,4
"other",2,-10
"poor",2,4
"pos",2,8
"neg",2,1
"other",2,24
"other",2,4
"neg",2,17
"pos",2,4
"neg",3,4
"pos",3,11
"pos",3,56
"other",3,3
"poor",3,10
"neg",3,14
"other",3,12
"other",4,3
"other",4,1
"poor",4,9
"neg",4,26
"neg",4,8
"pos",4,4
"other",4,0
"neg",4,7
"other",4,6
"neg",4,7
"other",4,25
"other",4,17
"neg",4,2
"other",4,4
"other",4,5
"neg",4,14
"neg",5,19
"poor",5,1
"pos",5,28
"other",5,2
"other",5,7
"other",5,7
"other",5,2
"other",6,10
"other",6,14
"other",6,15
"other",6,10
"other",7,15
"other",10,21
"other",10,3
"other",10,12
"other",11,21
"neg",11,20
"neg",11,0
"neg",11,17
"other",12,3
"other",12,2
"other",12,2
"other",12,12
"pos",14,8
"neg",16,0
"neg",17,7
"other",17,5
"pos",18,7
"other",19,1
"poor",21,4
"other",22,9
"pos",24,6
"other",27,4
"other",28,1
"poor",32,0
"neg",33,5
"pos",83,15
"other",88,1
"other",91,46
"pos",97,-20
"other",108,0
